trip_id	trajet	duree	gare_a	gare_b	gare_a_city	gare_b_city	gare_a_matched	gare_b_matched
OCESN035169R0200219296	Gare de Longuyon - Gare de Montmédy	39	Longuyon	Montmédy	LONGUYON	MONTMÉDY	1	1
OCESN035179R0200219303	Gare de Longuyon - Vezin-Carrefour	33	Longuyon	Vezin-Carrefour	LONGUYON	VEZIN-CARREFOUR	1	0
OCESN035187R0200219307	Gare de Morhange - Gare de Sarrebourg	94	Morhange	Sarrebourg	MORHANGE	SARREBOURG	1	1
OCESN035191R0200219309	Gare de Sarrebourg - Loudrefing	34	Sarrebourg	Loudrefing	SARREBOURG	LOUDREFING	1	0
OCESN035195R0200219311	Gare de Morhange - Gare de Rémilly	48	Morhange	Rémilly	MORHANGE	RÉMILLY	1	1
OCESN035202R0200219313	Longuyon (Collège) - Vezin-Carrefour	23	Longuyon (Collège)	Vezin-Carrefour	LONGUYON	VEZIN-CARREFOUR	1	0
OCESN035203R0300319314	Gare de Sarrebourg - St-Jean-de-Bassel-Eglis	35	Sarrebourg	St-Jean-de-Bassel-Eglis	SARREBOURG	ST-JEAN-DE-BASSEL-EGLIS	1	0
OCESN035211R0200219319	Gare de Nancy-Ville - Gare de Neufchâteau	62	Nancy-Ville	Neufchâteau	NANCY	NEUFCHÂTEAU	1	1
OCESN035214R0200219320	Fénétrange (Gendarm.) - Sarrebourg-Hôpital	42	Fénétrange (Gendarm.)	Sarrebourg-Hôpital	FÉNÉTRANGE (GENDARM.)	SARREBOURG-HÔPITAL	0	0
OCESN035216R0300319322	Loudrefing - Sarrebourg-LP-Messmer	54	Loudrefing	Sarrebourg-LP-Messmer	LOUDREFING	SARREBOURG-LP-MESSMER	0	0
OCESN035224R0300319325	Sarrebourg (Place Math) - St-Jean-de-Bassel-Eglis	24	Sarrebourg (Place Math)	St-Jean-de-Bassel-Eglis	SARREBOURG	ST-JEAN-DE-BASSEL-EGLIS	1	0
OCESN035224R0400419326	Sarrebourg-LP-Messmer - St-Jean-de-Bassel-Eglis	31	Sarrebourg-LP-Messmer	St-Jean-de-Bassel-Eglis	SARREBOURG-LP-MESSMER	ST-JEAN-DE-BASSEL-EGLIS	0	0
OCESN035225R0400419328	Gare de Neufchâteau - Gare de Toul	45	Neufchâteau	Toul	NEUFCHÂTEAU	TOULOUSE	1	1
OCESN035225R0500519327	Gare de Toul - Neufchateau-Lp	59	Toul	Neufchateau-Lp	TOULOUSE	NEUFCHATEAU-LP	1	0
OCESN035232R0500519330	Gare de Nancy-Ville - Neufchateau-Lp	88	Nancy-Ville	Neufchateau-Lp	NANCY	NEUFCHATEAU-LP	1	0
OCESN035233R0200219331	Allamps-Esat - Gare de Toul	30	Allamps-Esat	Toul	ALLAMPS-ESAT	TOULOUSE	0	1
OCESN035241R0200219338	Creutzwald G.R. - Gare de Thionville	110	Creutzwald G.R.	Thionville	CREUTZWALD	THIONVILLE	1	1
OCESN035266R0200219351	Fénétrange (Gendarm.) - Sarrebourg-LP-Messmer	30	Fénétrange (Gendarm.)	Sarrebourg-LP-Messmer	FÉNÉTRANGE (GENDARM.)	SARREBOURG-LP-MESSMER	0	0
OCESN035268R0800819352	Gare de St-Dié-des-Vosges - Laveline-d-Bruy. Mairie	64	St-Dié-des-Vosges	Laveline-d-Bruy. Mairie	SAINT-DIE	LAVELINE-D-BRUY. MAIRIE	1	0
OCESN035270R0200219353	Gare de Epinal - Gare de St-Dié-des-Vosges	65	Epinal	St-Dié-des-Vosges	EPINAL	SAINT-DIE	1	1
OCESN035272R0600619354	Bruyères (Vosges) - Gare de Epinal	43	Bruyères (Vosges)	Epinal	BRUYÈRES	EPINAL	1	1
OCESN035274R0300319355	Bruyères (Vosges) - Gare de St-Dié-des-Vosges	48	Bruyères (Vosges)	St-Dié-des-Vosges	BRUYÈRES	SAINT-DIE	1	1
OCESN035277R0200219357	Bouzonville - Gare de Thionville	67	Bouzonville	Thionville	BOUZONVILLE	THIONVILLE	1	1
OCESN035282R0500519360	Gare de Epinal - Laveline-d-Bruy. Mairie	52	Epinal	Laveline-d-Bruy. Mairie	EPINAL	LAVELINE-D-BRUY. MAIRIE	1	0
OCESN035291R0300319370	Gare de Thionville - Kédange (Eglise)	22	Thionville	Kédange (Eglise)	THIONVILLE	KÉDANGE-SUR-CANNER	1	1
OCESN035300R0200219378	Gare de Thionville - Hombourg (Chapelle)	26	Thionville	Hombourg (Chapelle)	THIONVILLE	HOMBOURG-BUDANGE	1	1
OCESN035305R0600619385	Gare de Epinal - Saint-Léonard Centre	94	Epinal	Saint-Léonard	EPINAL	SAINT-LÉONARD	1	0
OCESN035305R0800819384	Corcieux Le Conti - Gare de Epinal	81	Corcieux Le Conti	Epinal	LA HOUSSIÈRE	EPINAL	1	1
OCESN035315R0400419395	Gare de Arches - Gare de St-Dié-des-Vosges	85	Arches	St-Dié-des-Vosges	ARCHES	SAINT-DIE	1	1
OCESN035323R0300319405	Bruyères Chanzy Gare - Gare de Epinal	35	Bruyères Chanzy Gare	Epinal	BRUYÈRES	EPINAL	1	1
OCESN035366R0200219450	Gare de Arches - Gare de Epinal	20	Arches	Epinal	ARCHES	EPINAL	1	1
OCESN035389R0500519461	Bruyères Chanzy Gare - Gare de St-Dié-des-Vosges	48	Bruyères Chanzy Gare	St-Dié-des-Vosges	BRUYÈRES	SAINT-DIE	1	1
OCESN035392R0200219463	Gare de Thionville - Perl Gare DB	39	Thionville	Perl Gare DB	THIONVILLE	PERL GARE DB	1	0
OCESN035410R0500519477	Gare de Sarreguemines - Sarre-Union	52	Sarreguemines	Sarre-Union	SARREGUEMINES	SARRE-UNION	1	1
OCESN035411R0400419478	Herbitzheim R. Hambach - Sarre-Union	25	Herbitzheim R. Hambach	Sarre-Union	HERBITZHEIM	SARRE-UNION	1	1
OCESN035412R0400419479	Gare de Sarreguemines - Sarralbe Centre	33	Sarreguemines	Sarralbe Centre	SARREGUEMINES	SARRALBE	1	1
OCESN035413R0200219480	Loudrefing - Sarrebourg (Place Math)	50	Loudrefing	Sarrebourg (Place Math)	LOUDREFING	SARREBOURG	0	1
OCESN035415R0400419482	Herbitzheim Mairie - Sarre-Union	23	Herbitzheim Mairie	Sarre-Union	HERBITZHEIM	SARRE-UNION	1	1
OCESN035416R0500519483	Gare de Sarrebourg - Gare de Sarreguemines	85	Sarrebourg	Sarreguemines	SARREBOURG	SARREGUEMINES	1	1
OCESN035417R0200219484	Fénétrange (Gendarm.) - Sarrebourg-Abri-Phalsbo	33	Fénétrange (Gendarm.)	Sarrebourg	FÉNÉTRANGE (GENDARM.)	SARREBOURG	0	1
OCESN035424R0800819492	Gare de Sarreguemines - Sarrebourg (Place Math)	116	Sarreguemines	Sarrebourg (Place Math)	SARREGUEMINES	SARREBOURG	1	1
OCESN035435R0200219504	Berthelming-Mairie - Sarrebourg-Abri-Phalsbo	17	Berthelming	Sarrebourg	BERTHELMING	SARREBOURG	1	1
OCESN035440R0200219509	Gare de Metz-Ville - Gare de Nancy-Ville	105	Metz-Ville	Nancy-Ville	METZ	NANCY	1	1
OCESN035459R0400419530	Gare de Saverne - Sarralbe	64	Saverne	Sarralbe	SAVERNE	SARRALBE	1	1
OCESN035460R0400419531	Keskastel - Sarre-Union	11	Keskastel	Sarre-Union	KESKASTEL	SARRE-UNION	1	1
OCESN035461R0200219532	Gare de Saverne - Sarre-Union	45	Saverne	Sarre-Union	SAVERNE	SARRE-UNION	1	1
OCESN035473R0300319546	Bruyères (Vosges) - Saint-Léonard Centre	39	Bruyères (Vosges)	Saint-Léonard	BRUYÈRES	SAINT-LÉONARD	1	0
OCESN035480R0100119547	Gare de Bar-le-Duc - Gare de Revigny	21	Bar-le-Duc	Revigny	BAR-LE-DUC	REVIGNY-SUR-ORNAIN	1	1
OCESN035481R0100119548	Gare de Charmes (Vosges) - Gare de Epinal	40	Charmes (Vosges)	Epinal	CHARMES	EPINAL	1	1
OCESN035482R0100119549	Gare de Conflans-Jarny - Gare de Pagny-sur-Moselle	45	Conflans-Jarny	Pagny-sur-Moselle	JARNY	PAGNY-SUR-MOSELLE	1	1
OCESN035532R0200219552	Gare de Figeac - Gare de Gramat	52	Figeac	Gramat	FIGEAC	GRAMAT	1	1
OCESN035576R0200219554	Gare de Mazamet - Gare de Toulouse-Matabiau	133	Mazamet	Toulouse-Matabiau	MAZAMET	TOULOUSE	1	1
OCESN035589R0200219559	Gare de Muret - Gare de Pau	218	Muret	Pau	MURET	DAMIATTE	1	1
OCESN035593R0200219560	Gare de Pau - Gare de Toulouse-Matabiau	253	Pau	Toulouse-Matabiau	DAMIATTE	TOULOUSE	1	1
OCESN035603R0200219561	Gare de Agen - Gare de Castelsarrasin	56	Agen	Castelsarrasin	AGEN	CASTELSARRASIN	1	1
OCESN035608R0200219563	Gare de Longages-Noé - St-Sulpice-sur-Lèze	11	Longages-Noé	St-Sulpice-sur-Lèze	LONGAGES	ST-SULPICE-SUR-LÈZE	1	0
OCESN035663R0700719574	Gare de Montréjeau-Gourdan-Pol. - Luchon-Richelieu	56	Montréjeau-Gourdan-Pol.	Luchon-Richelieu	GOURDAN-POLIGNAN	LUCHON-RICHELIEU	1	0
OCESN035691R0300319579	Gare de Ax-les-Thermes - Gare de Toulouse-Matabiau	145	Ax-les-Thermes	Toulouse-Matabiau	AX-LES-THERMES	TOULOUSE	1	1
OCESN035693R0200219581	Gare de Ax-les-Thermes - Gare de Foix	47	Ax-les-Thermes	Foix	AX-LES-THERMES	FOIX	1	1
OCESN035695R0200219583	Gare de Ax-les-Thermes - Gare de Pamiers	83	Ax-les-Thermes	Pamiers	AX-LES-THERMES	PAMIERS	1	1
OCESN035696R0500519584	Gare de Montréjeau-Gourdan-Pol. - Luchon	50	Montréjeau-Gourdan-Pol.	Luchon	GOURDAN-POLIGNAN	BAGNÈRES-DE-LUCHON	1	1
OCESN035741R0200219591	Gare de Ax-les-Thermes - Latour de Carol	49	Ax-les-Thermes	Latour de Carol	AX-LES-THERMES	ENVEITG	1	1
OCESN035819R0200219594	Gare de Foix - Gare de Pamiers	33	Foix	Pamiers	FOIX	PAMIERS	1	1
OCESN035824R0200219595	Gare de Souillac - Gare de St-Denis-près-Martel	27	Souillac	St-Denis-près-Martel	SOUILLAC	SAINT-DENIS-LÈS-MARTEL	1	1
OCESN035852R0300319599	Gare de Albi-Ville - Gare de Toulouse-Matabiau	90	Albi-Ville	Toulouse-Matabiau	ALBI-VILLE	TOULOUSE	0	1
OCESN035866R0200219607	Gare de Foix - Gare de Toulouse-Matabiau	139	Foix	Toulouse-Matabiau	FOIX	TOULOUSE	1	1
OCESN036000R0200219609	Comines (France) - Gare de Lille Flandres	54	Comines (France)	Lille Flandres	COMINES	LILLE	1	1
OCESN036002R0200219611	Gare de Lille Flandres - Wambrechies	30	Lille Flandres	Wambrechies	LILLE	WAMBRECHIES	1	1
OCESN036004R0200219613	Gare de Abbeville - Gare de Boulogne Ville	104	Abbeville	Boulogne Ville	ABBEVILLE	BOULOGNE-SUR-MER	1	1
OCESN036006R0200219615	Gare de Abbeville - Gare de Rue	40	Abbeville	Rue	ABBEVILLE	RUE	1	1
OCESN036009R0100119618	Gare de Lens - Gare de Lille Flandres	80	Lens	Lille Flandres	LENS	LILLE	1	1
OCESN036019R0200219628	Gare de Avesnes - Gare de Hirson-Ecoles	55	Avesnes	Hirson-Ecoles	AVESNES-SUR-HELPE	HIRSON	1	1
OCESN036022R0100119629	Gare de Arras - Gare de Douai	40	Arras	Douai	ARRAS	DOUAI	1	1
OCESN036024R0100119630	Gare de Hazebrouck - Gare de Lille Flandres	77	Hazebrouck	Lille Flandres	HAZEBROUCK	LILLE	1	1
OCESN036030R0100119632	Gare de Busigny - Gare de St Quentin	60	Busigny	St Quentin	BUSIGNY	ST QUENTIN	1	0
OCESN036200R0200219633	Gare de Calais Fréthun - Gare de Calais Ville	15	Calais Fréthun	Calais Ville	ARQUES	ARQUES	1	1
OCESN036500R0400419661	Gare de Coutances - Gare de Lison	54	Coutances	Lison	COUTANCES	SAINTE-MARGUERITE-D'ELLE	1	1
OCESN036516R0100119680	Gare de Granville - Gare de Lison	84	Granville	Lison	GRANVILLE	SAINTE-MARGUERITE-D'ELLE	1	1
OCESN036524R0100119688	Gare de Coutances - Gare de Granville	36	Coutances	Granville	COUTANCES	GRANVILLE	1	1
OCESN036562R0300319700	Gare de Coutances - Gare de Pontorson-Mt-St-Michel	85	Coutances	Pontorson-Mt-St-Michel	COUTANCES	PONTORSON-MT-ST-MICHEL	1	0
OCESN036631R0300319702	Gare de Granville - Vire-Centre	75	Granville	Vire-Centre	GRANVILLE	VIRE-CENTRE	1	0
OCESN036640R0300319704	Gare de Argentan - Gare de Flers	53	Argentan	Flers	MOULINS-SUR-ORNE	FLERS	1	1
OCESN036670R0500519723	Bagnoles- Orne Egl.Mad. - Gare de Briouze	40	Bagnoles- Orne Egl.Mad.	Briouze	BAGNOLES- ORNE EGL.MAD.	BRIOUZE	0	1
OCESN036690R0500519748	Bagnoles- Orne Egl.Mad. - Gare de Argentan	60	Bagnoles- Orne Egl.Mad.	Argentan	BAGNOLES- ORNE EGL.MAD.	MOULINS-SUR-ORNE	0	1
OCESN036700R0300319753	Gare de Alençon - Gare de Surdon	34	Alençon	Surdon	ALENCON	LE CHÂTEAU-D'ALMENÊCHES	1	1
OCESN036701R0300319754	Gare de L'Aigle - Gare de Surdon	58	L'Aigle	Surdon	AIGLE (L')	LE CHÂTEAU-D'ALMENÊCHES	1	1
OCESN036730R0200219775	Gare de Dreux - Gare de L'Aigle	79	Dreux	L'Aigle	DREUX	AIGLE (L')	1	1
OCESN036801R0100119776	Gare de Lisieux - Gare de Trouville-Deauville	50	Lisieux	Trouville-Deauville	LISIEUX	DEAUVILLE	1	1
OCESN036810R0400419778	Gare de Dives-Cabourg - Gare de Trouville-Deauville	35	Dives-Cabourg	Trouville-Deauville	DIVES-SUR-MER	DEAUVILLE	1	1
OCESN036850R0200219797	Gare de Caen - Gare de Rouen-Rive-Droite	100	Caen	Rouen-Rive-Droite	CAEN	ROUEN	1	1
OCESN036860R0100119801	Gare de Evreux - Normandie - Gare de Serquigny	50	Evreux	Serquigny	LE VIEIL-ÉVREUX	SERQUIGNY	1	1
OCESN036871R0100119802	Gare de Villedieu (Gare) - Le Mont St Michel	45	Villedieu (Gare)	Le Mont St Michel	VILLEDIEU-LES-POÊLES	LE MONT ST MICHEL	1	0
OCESN036882R0300319811	Gare de Granville - Gare de Rennes	110	Granville	Rennes	GRANVILLE	RENNES	1	1
OCESN036890R0200219821	Gare de Caen - Gare de Rennes	170	Caen	Rennes	CAEN	RENNES	1	1
OCESN037000R0100119826	Gare de Bréauté-Beuzeville - Gare de Fécamp	30	Bréauté-Beuzeville	Fécamp	BRÉAUTÉ	FECAMP	1	1
OCESN037071R0100119847	Gare de Mantes-la-Jolie - Gare de Rouen-Rive-Droite	125	Mantes-la-Jolie	Rouen-Rive-Droite	MANTES-LA-VILLE	ROUEN	1	1
OCESN037200R0500519848	Pont-Audemer-Gare-SNCF - Rouen-Gare-Routière	65	Pont-Audemer	Rouen-Gare-Routière	PONT-AUDEMER	ROUEN-GARE-ROUTIÈRE	1	0
OCESN037202R0500519850	Rouen-Gare-Routière - Routot-Place-de-mairie	50	Rouen-Gare-Routière	Routot-Place-de-mairie	ROUEN-GARE-ROUTIÈRE	ROUTOT-PLACE-DE-MAIRIE	0	0
OCESN037214R0300319864	Bourg-Achard Champ de F - Pont-Audemer-Gare-SNCF	35	Bourg-Achard Champ de F	Pont-Audemer	BOURG-ACHARD CHAMP DE F	PONT-AUDEMER	0	1
OCESN037563R0300319872	Gare de Nantes - Gare de St-Gilles-Croix-de-Vie	104	Nantes	St-Gilles-Croix-de-Vie	NANTES	SAINT-GILLES-CROIX-DE-VIE	1	1
OCESN037600R0300319877	Gare de Cholet - Gare de Nantes	85	Cholet	Nantes	CHOLET	NANTES	1	1
OCESN037615R0200219885	Gare de Cholet - Gare de Clisson	60	Cholet	Clisson	CHOLET	CLISSON	1	1
OCESN038000R0200219893	Gare de Albert - Gare de Amiens	46	Albert	Amiens	ALBERT	DREUIL-LÈS-AMIENS	1	1
OCESN038060R0200219896	Gare de Beauvais-Gare-SNCF - Gare de Creil	70	Beauvais	Creil	BEAUVAIS	CREIL	1	1
OCESN038100R0200219898	Gare de Hirson - Laon-Gare-Routière-Poma	80	Hirson	Laon-Gare-Routière-Poma	HIRSON	LAON-GARE-ROUTIÈRE-POMA	1	0
OCESN038310R0200219901	Gare de Compiègne - Gare de Ribécourt	28	Compiègne	Ribécourt	MARGNY-LÈS-COMPIÈGNE	RIBÉCOURT-DRESLINCOURT	1	1
OCESN038313R0100119904	Gare de Compiègne - Gare de St Quentin	100	Compiègne	St Quentin	MARGNY-LÈS-COMPIÈGNE	ST QUENTIN	1	0
OCESN038314R0200219905	Gare de Compiègne - Gare de Tergnier	94	Compiègne	Tergnier	MARGNY-LÈS-COMPIÈGNE	TERGNIER	1	1
OCESN038604R0200219949	Gare de Chatellerault - Gare de Poitiers	44	Chatellerault	Poitiers	CHATELLERAULT	POITIERS	1	1
OCESN038683R0200219950	Gare de Mauzé - Gare de Niort	40	Mauzé	Niort	MAUZENS-ET-MIREMONT	BEAUVOIR-SUR-NIORT	1	1
OCESN038701R0200219951	Gare de Niort - Gare de Prissé-la-Charrière	49	Niort	Prissé-la-Charrière	BEAUVOIR-SUR-NIORT	PRISSÉ-LA-CHARRIÈRE	1	1
OCESN038852R0200219952	Gare de Bressuire - Gare de Saumur	87	Bressuire	Saumur	BRESSUIRE	SAUMUR	1	1
OCESN038859R0200219954	Gare de Bressuire - Gare de Thouars	37	Bressuire	Thouars	BRESSUIRE	THOUARS	1	1
OCESN038881R0200219962	Gare de La Roche-sur-Yon - Gare de Saumur	177	La Roche-sur-Yon	Saumur	ROCHE-SUR-YON (LA )	SAUMUR	1	1
OCESN039513R0300319965	Gare de Chambéry-Chal.-les-Eaux - Lyon-Part-Dieu-Gare-Rou	90	Chambéry-Chal.-les-Eaux	Lyon-Part-Dieu	CHAMBERY	LYON	1	1
OCESN039518R0200219966	Gare de Annecy - Lyon-Part-Dieu-Gare-Rou	112	Annecy	Lyon-Part-Dieu	ANNECY	LYON	1	1
OCESN039525R0400419972	Gare de Aix-les-Bains-le-Revard - Gare de Annecy	35	Aix-les-Bains-Le Revard	Annecy	AIX-LES-BAINS	ANNECY	1	1
OCESN039530R0200219975	Gare de Valence-TGV - Grenoble-Gare-Routière	60	Valence-TGV	Grenoble	ALIXAN	GRENOBLE	1	1
OCESN039535R0300319979	Gare de Chambéry-Chal.-les-Eaux - Grenoble-Gare-Routière	70	Chambéry-Chal.-les-Eaux	Grenoble	CHAMBERY	GRENOBLE	1	1
OCESN039536R0200219980	Grenoble-Gare-Routière - Valence-Gare-Routière	100	Grenoble	Valence	GRENOBLE	VALENCE	1	1
OCESN039549R0200219987	Grenoble-Gare-Routière - Lyon-Part-Dieu-Gare-Rou	119	Grenoble	Lyon-Part-Dieu	GRENOBLE	LYON	1	1
OCESN039550R0200219988	Gare de St-André-le-Gaz - Lyon-Perrache-Gare-Rout	110	St-André-le-Gaz	Lyon-Perrache	SAINT-ANDRÉ-LE-GAZ	LYON	1	1
OCESN039561R0200219993	Lyon-Part-Dieu-Gare-Rou - Saint-Etienne-Chtx GR	71	Lyon-Part-Dieu	St-Étienne-Châteaucreux	LYON	SAINT-ETIENNE	1	1
OCESN039608R0200219997	Gare de Lozanne - Gare de Lyon-Gorge-de-Loup	37	Lozanne	Lyon-Gorge-de-Loup	LOZANNE	LYON	1	1
OCESN039621R0200220009	Gare de Lozanne - Lyon-St-Paul-Quai-Bondy	48	Lozanne	Lyon-St-Paul	LOZANNE	LYON	1	1
OCESN039640R0200220010	Lyon-Part-Dieu-Gare-Rou - Roanne-Gare-Routière	115	Lyon-Part-Dieu	Roanne	LYON	ROANNE	1	1
OCESN039650R0200220012	Gare de Lozanne - Grandris-Centre	42	Lozanne	Grandris-Centre	LOZANNE	GRANDRIS-CENTRE	1	0
OCESN039651R0200220013	Gare de Lamure-sur-Azergues - Gare de Lozanne	46	Lamure-sur-Azergues	Lozanne	LAMURE-SUR-AZERGUES	LOZANNE	1	1
OCESN039652R0200220014	Gare de Lozanne - Poule-Mairie	60	Lozanne	Poule-Mairie	LOZANNE	POULE-MAIRIE	1	0
OCESN039654R0200220016	Gare de Lozanne - Gare de Paray-le-Monial	120	Lozanne	Paray-le-Monial	LOZANNE	PARAY-LE-MONIAL	1	1
OCESN039655R0200220017	Bois-d'Oingt-Centre - Gare de Lozanne	23	Bois-d'Oingt-Légny	Lozanne	LÉGNY	LOZANNE	1	1
OCESN039690R0200220046	Gare de Die - Valence-Gare-Routière	75	Die	Valence	SAINT-DIE	VALENCE	1	1
OCESN039693R0300320049	Gare de Valence-TGV - Gare de Veynes-Dévoluy	185	Valence-TGV	Veynes-Dévoluy	ALIXAN	VEYNES	1	1
OCESN039694R0200220051	Gare de Veynes-Dévoluy - Valence-Gare-Routière	165	Veynes-Dévoluy	Valence	VEYNES	VALENCE	1	1
OCESN039694R0300320050	Gare de Luc-en-Diois - Valence-Gare-Routière	105	Luc-en-Diois	Valence	LUC-EN-DIOIS	VALENCE	1	1
OCESN039697R0200220053	Gare de Luc-en-Diois - Gare de Valence-TGV	125	Luc-en-Diois	Valence-TGV	LUC-EN-DIOIS	ALIXAN	1	1
OCESN039710R0200220054	Gare de Evian-les-Bains - Grenoble-Gare-Routière	210	Evian-les-Bains	Grenoble	ÉVIAN-LES-BAINS	GRENOBLE	1	1
OCESN039712R0200220055	Saint-Etienne-Chtx GR - Valence-Gare-Routière	110	St-Étienne-Châteaucreux	Valence	SAINT-ETIENNE	VALENCE	1	1
OCESN039716R0200220058	Gare de Modane - Grenoble-Gare-Routière	130	Modane	Grenoble	MODANE	GRENOBLE	1	1
OCESN039719R0200220060	Gare de Annecy - Gare de Chamonix-Mont-Blanc	120	Annecy	Chamonix-Mont-Blanc	ANNECY	CHAMONIX-MONT-BLANC	1	1
OCESN039721R0200220061	Annonay-Gare-Route - Grenoble-Gare-Routière	170	Annonay	Grenoble	ANNONAY	GRENOBLE	0	1
OCESN039726R0200220064	Gare de St-Gervais-L-B-Le-Fayet - Grenoble-Gare-Routière	190	St-Gervais-les-Bains-Le Fayet	Grenoble	SAINT-GERVAIS-LES-BAINS	GRENOBLE	1	1
OCESN039727R0200220065	Privas-Cours-du-Palais - Valence-Gare-Routière	50	Privas	Valence	PRIVAS	VALENCE	0	1
OCESN039730R0300320067	Gare de Annemasse - Grenoble-Gare-Routière	180	Annemasse	Grenoble	ANNEMASSE	GRENOBLE	1	1
OCESN039731R0200220068	Grenoble-Gare-Routière - Montélimar-G-Routière	127	Grenoble	Montélimar	GRENOBLE	MONTELIMAR	1	1
OCESN039733R0300320069	Gare de Moûtiers-Salins-Brides - Grenoble-Gare-Routière	105	Moûtiers-Salins-Brides	Grenoble	MOÛTIERS	GRENOBLE	1	1
OCESN039735R0300320070	Gare de Chambéry-Chal.-les-Eaux - Gare de Cluses (Hte-Savoie)	130	Chambéry-Chal.-les-Eaux	Cluses (Hte-Savoie)	CHAMBERY	CLUSES	1	1
OCESN039736R0200220071	Gare de Bonneville - Lyon-Part-Dieu-Gare-Rou	145	Bonneville	Lyon-Part-Dieu	BONNEVILLE	LYON	1	1
OCESN039737R0300320072	Gare de Chambéry-Chal.-les-Eaux - Gare de St-Gervais-L-B-Le-Fayet	165	Chambéry-Chal.-les-Eaux	St-Gervais-les-Bains-Le Fayet	CHAMBERY	SAINT-GERVAIS-LES-BAINS	1	1
OCESN039742R0200220075	Aubenas-Pl.-de-la-Paix - Grenoble-Gare-Routière	198	Aubenas	Grenoble	AUBENAS	GRENOBLE	0	1
OCESN039743R0300320076	Gare de Annemasse - Gare de Chambéry-Chal.-les-Eaux	110	Annemasse	Chambéry-Chal.-les-Eaux	ANNEMASSE	CHAMBERY	1	1
OCESN039744R0300320077	Gare de Chambéry-Chal.-les-Eaux - Gare de Chamonix-Mont-Blanc	200	Chambéry-Chal.-les-Eaux	Chamonix-Mont-Blanc	CHAMBERY	CHAMONIX-MONT-BLANC	1	1
OCESN039745R0200220078	Gare de Annemasse - Gare de Evian-les-Bains	60	Annemasse	Evian-les-Bains	ANNEMASSE	ÉVIAN-LES-BAINS	1	1
OCESN039748R0200220079	Grenoble-Gare-Routière - Privas-Cours-du-Palais	130	Grenoble	Privas	GRENOBLE	PRIVAS	1	0
OCESN039749R0300320080	Bourg-en-Bresse Gare R - Gare de Chambéry-Chal.-les-Eaux	170	Bourg-en-Bresse Gare R	Chambéry-Chal.-les-Eaux	BOURG-EN-BRESSE	CHAMBERY	1	1
OCESN039753R0200220081	Gare de Oyonnax - Lyon-Part-Dieu-Gare-Rou	90	Oyonnax	Lyon-Part-Dieu	OYONNAX	LYON	1	1
OCESN039754R0300320082	Gare de Chambéry-Chal.-les-Eaux - Gare de Evian-les-Bains	180	Chambéry-Chal.-les-Eaux	Evian-les-Bains	CHAMBERY	ÉVIAN-LES-BAINS	1	1
OCESN039755R0100120083	Lyon-Part-Dieu-Gare-Rou - Morez Lycée	195	Lyon-Part-Dieu	Morez Lycée	LYON	MOREZ	1	1
OCESN039757R0200220084	Gare de Chamonix-Mont-Blanc - Lyon-Part-Dieu-Gare-Rou	240	Chamonix-Mont-Blanc	Lyon-Part-Dieu	CHAMONIX-MONT-BLANC	LYON	1	1
OCESN039760R0300320086	Gare de Chambéry-Chal.-les-Eaux - Gare de Thonon-les-Bains	165	Chambéry-Chal.-les-Eaux	Thonon-les-Bains	CHAMBERY	THONON-LES-BAINS	1	1
OCESN039762R0200220088	Gare de Chamonix-Mont-Blanc - Grenoble-Gare-Routière	220	Chamonix-Mont-Blanc	Grenoble	CHAMONIX-MONT-BLANC	GRENOBLE	1	1
OCESN039770R0300320095	Chamberry-Jacob - Gare de St-Gervais-L-B-Le-Fayet	165	Chambéry	St-Gervais-les-Bains-Le Fayet	CHAMBERY	SAINT-GERVAIS-LES-BAINS	1	1
OCESN039776R0300320096	Gare de Bonneville - Gare de Chambéry-Chal.-les-Eaux	130	Bonneville	Chambéry-Chal.-les-Eaux	BONNEVILLE	CHAMBERY	1	1
OCESN039780R0300320099	Gare de Bourg-St-Maurice - Grenoble-Gare-Routière	160	Bourg-St-Maurice	Grenoble	BOURG-SAINT-MAURICE	GRENOBLE	1	1
OCESN039782R0200220100	Aubenas-Pl.-de-la-Paix - St-Martin-d'Hères	185	Aubenas	Saint-Martin-d'Hères	AUBENAS	SAINT-MARTIN-D'HÈRES	0	0
OCESN039784R0200220101	Montélimar-G-Routière - St-Martin-d'Hères	120	Montélimar	Saint-Martin-d'Hères	MONTELIMAR	SAINT-MARTIN-D'HÈRES	1	0
OCESN039786R0200220103	Privas-Cours-du-Palais - St-Martin-d'Hères	145	Privas	Saint-Martin-d'Hères	PRIVAS	SAINT-MARTIN-D'HÈRES	0	0
OCESN039788R0200220105	Annonay-Gare-Route - St-Martin-d'Hères	160	Annonay	Saint-Martin-d'Hères	ANNONAY	SAINT-MARTIN-D'HÈRES	0	0
OCESN039794R0200220108	Gare de Saint-Claude - Lyon-Part-Dieu-Gare-Rou	135	St-Claude	Lyon-Part-Dieu	SAINT-CLAUDE	LYON	1	1
OCESN039807R0200220112	Gare de Bourgoin-Jallieu - Lyon-Part-Dieu-Gare-Rou	51	Bourgoin-Jallieu	Lyon-Part-Dieu	BOURGOIN-JALLIEU	LYON	1	1
OCESN039815R0200220113	Gare de Bourg-St-Maurice - Gare de Chambéry-Chal.-les-Eaux	145	Bourg-St-Maurice	Chambéry-Chal.-les-Eaux	BOURG-SAINT-MAURICE	CHAMBERY	1	1
